시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
서울특별시 강남구 논현동,241-1,241,1,강남파라곤,전세,75.94,201801,11,60000,0,16,2007,학동로 338
서울특별시 강남구 논현동,241-1,241,1,강남파라곤,월세,75.94,201801,20,5000,210,8,2007,학동로 338
서울특별시 강남구 논현동,241-1,241,1,강남파라곤,전세,75.94,201802,12,60000,0,10,2007,학동로 338
서울특별시 강남구 논현동,241-1,241,1,강남파라곤,전세,58.28,201809,12,53000,0,9,2007,학동로 338
서울특별시 강남구 논현동,241-1,241,1,강남파라곤,월세,75.94,201810,25,8000,190,13,2007,학동로 338
서울특별시 강남구 논현동,241-1,241,1,강남파라곤,월세,55.21,201812,6,3000,200,16,2007,학동로 338
서울특별시 강남구 논현동,203-1,203,1,거평타운오피스텔,월세,45.1,201802,22,1000,100,18,1991,봉은사로 129
서울특별시 강남구 논현동,203-1,203,1,거평타운오피스텔,월세,69.28,201802,23,1500,160,18,1991,봉은사로 129
서울특별시 강남구 논현동,152-5,152,5,논현동대우아이빌 힐타운,월세,45.26,201802,21,1000,104,7,2003,논현로 641
서울특별시 강남구 논현동,152-5,152,5,논현동대우아이빌 힐타운,전세,40.35,201805,9,21000,0,5,2003,논현로 641
서울특별시 강남구 논현동,152-5,152,5,논현동대우아이빌 힐타운,월세,40.55,201805,18,13000,35,7,2003,논현로 641
서울특별시 강남구 논현동,152-5,152,5,논현동대우아이빌 힐타운,월세,40.35,201806,4,1000,90,6,2003,논현로 641
서울특별시 강남구 논현동,152-5,152,5,논현동대우아이빌 힐타운,전세,40.35,201808,20,22000,0,3,2003,논현로 641
서울특별시 강남구 논현동,152-5,152,5,논현동대우아이빌 힐타운,전세,28.83,201809,30,20000,0,3,2003,논현로 641
서울특별시 강남구 논현동,152-5,152,5,논현동대우아이빌 힐타운,전세,40.35,201811,1,21000,0,5,2003,논현로 641
서울특별시 강남구 논현동,152-5,152,5,논현동대우아이빌 힐타운,월세,40.55,201811,19,1000,100,5,2003,논현로 641
서울특별시 강남구 논현동,152-5,152,5,논현동대우아이빌 힐타운,전세,40.55,201812,15,18000,0,6,2003,논현로 641
서울특별시 강남구 논현동,249-6,249,6,논현로얄팰리스,전세,209.43,201809,27,70000,0,4,2005,언주로 626
서울특별시 강남구 논현동,118-8,118,8,더원 센트럴,월세,36.03,201807,18,3000,140,3,2018,학동로53길 3-8
서울특별시 강남구 논현동,118-8,118,8,더원 센트럴,전세,39.15,201812,11,33000,0,4,2018,학동로53길 3-8
서울특별시 강남구 논현동,202-10,202,10,리체힐 신논현 오피스텔A동,전세,22.43,201810,4,22000,0,10,2018,봉은사로 123
서울특별시 강남구 논현동,202-10,202,10,리체힐 신논현 오피스텔A동,월세,22.43,201810,8,1000,110,12,2018,봉은사로 123
서울특별시 강남구 논현동,202-10,202,10,리체힐 신논현 오피스텔A동,월세,22.43,201810,13,24000,5,12,2018,봉은사로 123
서울특별시 강남구 논현동,202-10,202,10,리체힐 신논현 오피스텔A동,월세,22.43,201810,25,3000,100,15,2018,봉은사로 123
서울특별시 강남구 논현동,202-10,202,10,리체힐 신논현 오피스텔A동,월세,22.43,201810,29,1000,100,11,2018,봉은사로 123
서울특별시 강남구 논현동,202-10,202,10,리체힐 신논현 오피스텔A동,전세,22.43,201810,30,24000,0,7,2018,봉은사로 123
서울특별시 강남구 논현동,202-10,202,10,리체힐 신논현 오피스텔A동,전세,22.43,201811,2,24000,0,9,2018,봉은사로 123
서울특별시 강남구 논현동,202-10,202,10,리체힐 신논현 오피스텔A동,전세,22.43,201811,3,23900,0,4,2018,봉은사로 123
서울특별시 강남구 논현동,202-10,202,10,리체힐 신논현 오피스텔A동,월세,22.43,201811,7,9000,60,12,2018,봉은사로 123
서울특별시 강남구 논현동,202-10,202,10,리체힐 신논현 오피스텔A동,전세,22.43,201812,1,25000,0,9,2018,봉은사로 123
서울특별시 강남구 논현동,202-10,202,10,리체힐 신논현 오피스텔A동,전세,24.88,201812,11,25000,0,5,2018,봉은사로 123
서울특별시 강남구 논현동,202-10,202,10,리체힐 신논현 오피스텔A동,월세,22.43,201812,12,1000,95,10,2018,봉은사로 123
서울특별시 강남구 논현동,202-10,202,10,리체힐 신논현 오피스텔A동,전세,24.88,201812,12,24000,0,8,2018,봉은사로 123
서울특별시 강남구 논현동,242-21,242,21,삼아프라자,전세,24.84,201801,5,13000,0,7,2000,선릉로129길 3-6
서울특별시 강남구 논현동,242-21,242,21,삼아프라자,월세,42.12,201803,29,16000,5,5,2000,선릉로129길 3-6
서울특별시 강남구 논현동,242-21,242,21,삼아프라자,월세,25.32,201807,13,10000,20,8,2000,선릉로129길 3-6
서울특별시 강남구 논현동,242-21,242,21,삼아프라자,전세,24.84,201808,22,12000,0,5,2000,선릉로129길 3-6
서울특별시 강남구 논현동,242-21,242,21,삼아프라자,전세,24.84,201808,27,12000,0,6,2000,선릉로129길 3-6
서울특별시 강남구 논현동,242-21,242,21,삼아프라자,전세,42.12,201810,6,15000,0,6,2000,선릉로129길 3-6
서울특별시 강남구 논현동,209,209,0,삼환 아르누보 3,월세,22.09,201803,2,21000,10,4,2005,학동로 224
서울특별시 강남구 논현동,209,209,0,삼환 아르누보 3,전세,22.09,201805,15,24000,0,4,2005,학동로 224
서울특별시 강남구 논현동,209,209,0,삼환 아르누보 3,월세,22.09,201809,27,115,115,7,2005,학동로 224
서울특별시 강남구 논현동,209,209,0,삼환 아르누보 3,전세,22.09,201810,30,16000,0,5,2005,학동로 224
서울특별시 강남구 논현동,209,209,0,삼환 아르누보 3,전세,22.09,201812,3,20000,0,4,2005,학동로 224
서울특별시 강남구 논현동,209,209,0,삼환 아르누보 3,전세,22.09,201812,7,20000,0,4,2005,학동로 224
서울특별시 강남구 논현동,6-21,6,21,세양 APEX-TOWER,월세,40.56,201802,21,2000,50,12,2003,도산대로 158
서울특별시 강남구 논현동,6-21,6,21,세양 APEX-TOWER,월세,33.54,201804,2,10000,45,14,2003,도산대로 158
서울특별시 강남구 논현동,6-21,6,21,세양 APEX-TOWER,월세,40.56,201810,1,1000,100,15,2003,도산대로 158
서울특별시 강남구 논현동,6-21,6,21,세양 APEX-TOWER,월세,33.54,201810,15,1000,95,9,2003,도산대로 158
서울특별시 강남구 논현동,6-21,6,21,세양 APEX-TOWER,전세,26.91,201810,24,16500,0,13,2003,도산대로 158
서울특별시 강남구 논현동,6-21,6,21,세양 APEX-TOWER,전세,26.91,201810,31,16000,0,14,2003,도산대로 158
서울특별시 강남구 논현동,6-21,6,21,세양 APEX-TOWER,전세,33.54,201811,23,22000,0,13,2003,도산대로 158
서울특별시 강남구 논현동,205-8,205,8,운현오피스텔,월세,30.03,201805,10,15000,20,8,2003,봉은사로 143
서울특별시 강남구 논현동,205-8,205,8,운현오피스텔,전세,30.03,201809,7,19000,0,11,2003,봉은사로 143
서울특별시 강남구 논현동,277-36,277,36,이안 논현,전세,115,201801,5,44500,0,6,2006,봉은사로 307
서울특별시 강남구 논현동,277-36,277,36,이안 논현,전세,115,201803,9,65000,0,15,2006,봉은사로 307
서울특별시 강남구 논현동,277-36,277,36,이안 논현,전세,87.89,201804,17,58000,0,5,2006,봉은사로 307
서울특별시 강남구 논현동,277-36,277,36,이안 논현,전세,115,201806,15,60000,0,11,2006,봉은사로 307
서울특별시 강남구 논현동,277-36,277,36,이안 논현,전세,87.89,201812,29,60000,0,10,2006,봉은사로 307
서울특별시 강남구 논현동,277-36,277,36,이안 논현,전세,87.89,201812,29,51000,0,10,2006,봉은사로 307
서울특별시 강남구 논현동,192-15,192,15,휴먼스페이스주상복합,전세,37.37,201802,1,31000,0,3,2003,논현로111길 3
서울특별시 강남구 논현동,192-15,192,15,휴먼스페이스주상복합,전세,32.35,201803,14,31000,0,5,2003,논현로111길 3
서울특별시 강남구 논현동,192-15,192,15,휴먼스페이스주상복합,월세,32.35,201803,23,25000,15,4,2003,논현로111길 3
서울특별시 강남구 논현동,192-15,192,15,휴먼스페이스주상복합,월세,37.71,201804,3,3000,100,4,2003,논현로111길 3
서울특별시 강남구 논현동,192-15,192,15,휴먼스페이스주상복합,월세,37.37,201811,7,1000,110,4,2003,논현로111길 3
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,월세,13.96,201801,5,50,50,9,2004,테헤란로92길 13
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,전세,13.96,201801,19,9000,0,2,2004,테헤란로92길 13
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,전세,13.96,201801,19,9000,0,4,2004,테헤란로92길 13
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,전세,13.96,201803,5,10000,0,4,2004,테헤란로92길 13
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,월세,13.96,201803,12,500,50,4,2004,테헤란로92길 13
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,전세,13.96,201803,19,11000,0,9,2004,테헤란로92길 13
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,월세,13.96,201803,21,500,55,10,2004,테헤란로92길 13
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,월세,13.96,201803,29,100,50,9,2004,테헤란로92길 13
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,월세,13.96,201804,25,100,50,5,2004,테헤란로92길 13
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,월세,13.96,201805,17,100,55,5,2004,테헤란로92길 13
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,월세,13.96,201805,19,100,60,5,2004,테헤란로92길 13
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,전세,13.96,201806,7,9000,0,4,2004,테헤란로92길 13
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,전세,13.96,201808,21,11000,0,9,2004,테헤란로92길 13
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,월세,13.96,201810,10,200,55,4,2004,테헤란로92길 13
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,월세,13.96,201812,26,500,57,4,2004,테헤란로92길 13
서울특별시 강남구 대치동,622-1,622,1,대치 클래시아,월세,20.8,201801,4,700,110,9,2015,남부순환로 2927
서울특별시 강남구 대치동,622-1,622,1,대치 클래시아,월세,20.8,201801,5,1000,120,8,2015,남부순환로 2927
서울특별시 강남구 대치동,622-1,622,1,대치 클래시아,월세,20.8,201801,25,1000,110,11,2015,남부순환로 2927
서울특별시 강남구 대치동,622-1,622,1,대치 클래시아,월세,20.8,201802,5,1000,110,6,2015,남부순환로 2927
서울특별시 강남구 대치동,622-1,622,1,대치 클래시아,월세,30.22,201802,22,2000,150,10,2015,남부순환로 2927
서울특별시 강남구 대치동,622-1,622,1,대치 클래시아,월세,20.8,201803,15,1000,110,11,2015,남부순환로 2927
서울특별시 강남구 대치동,622-1,622,1,대치 클래시아,월세,30.26,201803,16,2000,150,9,2015,남부순환로 2927
서울특별시 강남구 대치동,622-1,622,1,대치 클래시아,월세,20.8,201803,26,1000,110,12,2015,남부순환로 2927
서울특별시 강남구 대치동,622-1,622,1,대치 클래시아,월세,20.8,201805,17,1000,120,10,2015,남부순환로 2927
서울특별시 강남구 대치동,622-1,622,1,대치 클래시아,월세,20.8,201806,9,1000,110,11,2015,남부순환로 2927
서울특별시 강남구 대치동,622-1,622,1,대치 클래시아,월세,20.8,201808,29,1000,120,11,2015,남부순환로 2927
서울특별시 강남구 대치동,622-1,622,1,대치 클래시아,월세,30.22,201811,24,1000,165,6,2015,남부순환로 2927
서울특별시 강남구 대치동,622-1,622,1,대치 클래시아,월세,30.22,201812,25,3000,155,12,2015,남부순환로 2927
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,전세,31.76,201808,1,39000,0,10,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,22.18,201808,11,1000,110,13,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,전세,24.45,201808,12,28000,0,13,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,31.76,201808,15,4000,150,5,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,22.18,201808,15,1000,105,9,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,21.5,201808,24,3000,85,10,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,31.76,201808,27,3000,150,8,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,전세,22.18,201809,4,26000,0,5,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,22.18,201809,6,500,100,7,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,전세,22.18,201809,8,27000,0,10,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,전세,22.18,201809,11,25000,0,9,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,22.18,201809,13,5000,70,6,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,22.18,201809,19,1000,100,11,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,21.5,201809,22,3000,80,11,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,전세,22.18,201810,1,28000,0,13,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,전세,22.18,201810,11,25000,0,9,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,전세,22.18,201810,12,24500,0,5,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,24.45,201810,13,1000,110,11,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,전세,21.5,201810,16,27000,0,12,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,전세,22.18,201810,20,28000,0,13,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,47.2,201810,22,5000,180,9,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,22.18,201810,27,1000,90,3,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,22.18,201810,30,1000,90,4,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,전세,22.18,201810,31,24150,0,8,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,전세,22.18,201810,31,23000,0,8,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,24.45,201811,3,1000,90,5,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,22.18,201811,7,3000,80,6,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,22.18,201811,8,1000,100,12,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,전세,22.18,201811,19,23000,0,7,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,22.18,201811,21,500,95,4,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,22.18,201811,22,3000,80,4,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,24.45,201811,29,3000,85,7,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,47.2,201811,29,3000,180,5,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,전세,45.5,201812,7,50000,0,14,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,전세,22.18,201812,13,26000,0,9,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,전세,70.16,201812,13,70000,0,15,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,22.18,201812,14,3000,80,8,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,22.18,201812,15,1000,90,5,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,22.18,201812,20,1000,95,12,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,22.18,201812,20,1000,100,13,null,영동대로85길 34
서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,전세,22.18,201812,21,25000,0,7,null,영동대로85길 34
서울특별시 강남구 대치동,891-23,891,23,대치동 대우아이빌 명문가,전세,34.2,201802,26,21000,0,6,2004,선릉로90길 56
서울특별시 강남구 대치동,891-23,891,23,대치동 대우아이빌 명문가,월세,34.2,201803,23,15000,20,4,2004,선릉로90길 56
서울특별시 강남구 대치동,891-23,891,23,대치동 대우아이빌 명문가,전세,46.23,201805,14,30000,0,2,2004,선릉로90길 56
서울특별시 강남구 대치동,891-23,891,23,대치동 대우아이빌 명문가,전세,33.06,201805,27,23000,0,3,2004,선릉로90길 56
서울특별시 강남구 대치동,891-23,891,23,대치동 대우아이빌 명문가,월세,34.2,201806,4,5000,55,6,2004,선릉로90길 56
서울특별시 강남구 대치동,891-23,891,23,대치동 대우아이빌 명문가,월세,34.2,201806,8,1000,82,3,2004,선릉로90길 56
서울특별시 강남구 대치동,891-23,891,23,대치동 대우아이빌 명문가,전세,34.2,201806,30,21000,0,6,2004,선릉로90길 56
서울특별시 강남구 대치동,891-23,891,23,대치동 대우아이빌 명문가,전세,34.2,201809,18,21000,0,3,2004,선릉로90길 56
서울특별시 강남구 대치동,891-23,891,23,대치동 대우아이빌 명문가,월세,33.06,201810,24,1000,80,5,2004,선릉로90길 56
서울특별시 강남구 대치동,891-23,891,23,대치동 대우아이빌 명문가,전세,33.06,201811,5,22500,0,5,2004,선릉로90길 56
서울특별시 강남구 대치동,891-26,891,26,대치동대우아이빌멤버스,월세,25.7,201801,27,1000,67,4,2003,삼성로85길 42
서울특별시 강남구 대치동,891-26,891,26,대치동대우아이빌멤버스,전세,35.43,201802,8,25000,0,2,2003,삼성로85길 42
서울특별시 강남구 대치동,891-26,891,26,대치동대우아이빌멤버스,전세,35.43,201802,8,25000,0,2,2003,삼성로85길 42
서울특별시 강남구 대치동,891-26,891,26,대치동대우아이빌멤버스,월세,25.7,201802,9,500,70,5,2003,삼성로85길 42
서울특별시 강남구 대치동,891-26,891,26,대치동대우아이빌멤버스,전세,29.56,201803,13,18000,0,2,2003,삼성로85길 42
서울특별시 강남구 대치동,891-26,891,26,대치동대우아이빌멤버스,전세,29.56,201803,14,18000,0,2,2003,삼성로85길 42
서울특별시 강남구 대치동,891-26,891,26,대치동대우아이빌멤버스,전세,31.58,201804,16,20000,0,5,2003,삼성로85길 42
서울특별시 강남구 대치동,891-26,891,26,대치동대우아이빌멤버스,전세,25.7,201808,1,19000,0,3,2003,삼성로85길 42
서울특별시 강남구 대치동,891-26,891,26,대치동대우아이빌멤버스,월세,35.43,201812,11,1000,85,2,2003,삼성로85길 42
서울특별시 강남구 대치동,889-56,889,56,더 나인 오피스텔,월세,35.28,201806,12,500,85,9,2004,테헤란로64길 14
서울특별시 강남구 대치동,889-56,889,56,더 나인 오피스텔,월세,32.7,201807,9,1000,85,13,2004,테헤란로64길 14
서울특별시 강남구 대치동,889-56,889,56,더 나인 오피스텔,월세,32.7,201808,31,1000,75,10,2004,테헤란로64길 14
서울특별시 강남구 대치동,889-56,889,56,더 나인 오피스텔,전세,32.7,201809,14,18000,0,6,2004,테헤란로64길 14
서울특별시 강남구 대치동,889-56,889,56,더 나인 오피스텔,월세,29.97,201810,20,1000,70,15,2004,테헤란로64길 14
서울특별시 강남구 대치동,938-11,938,11,동민 맥스빌,전세,41.1,201810,5,24000,0,1,2004,선릉로62길 38
서울특별시 강남구 대치동,938-11,938,11,동민 맥스빌,월세,40.29,201810,14,1000,77,1,2004,선릉로62길 38
서울특별시 강남구 대치동,938,938,0,삼환 아르누보2,전세,60.73,201804,20,24000,0,8,2004,도곡로 405
서울특별시 강남구 대치동,938,938,0,삼환 아르누보2,월세,26.42,201806,11,1000,105,7,2004,도곡로 405
서울특별시 강남구 대치동,938,938,0,삼환 아르누보2,월세,26.42,201806,17,10000,65,6,2004,도곡로 405
서울특별시 강남구 대치동,938,938,0,삼환 아르누보2,월세,26.42,201812,21,10000,55,6,2004,도곡로 405
서울특별시 강남구 대치동,938,938,0,삼환 아르누보2,월세,26.42,201812,21,10000,65,6,2004,도곡로 405
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,전세,44.46,201801,5,26000,0,16,2004,선릉로86길 31
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,전세,39,201801,17,23000,0,7,2004,선릉로86길 31
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,전세,39,201802,7,23000,0,7,2004,선릉로86길 31
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,월세,39.16,201802,10,10000,45,8,2004,선릉로86길 31
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,월세,60.79,201806,21,2000,190,22,2004,선릉로86길 31
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,월세,34.32,201806,25,1000,85,15,2004,선릉로86길 31
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,전세,44.46,201807,31,28000,0,7,2004,선릉로86길 31
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,월세,39,201808,7,1000,85,19,2004,선릉로86길 31
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,전세,53.07,201809,14,33000,0,20,2004,선릉로86길 31
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,월세,44.46,201811,6,1000,115,12,2004,선릉로86길 31
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,월세,44.46,201811,16,1000,110,9,2004,선릉로86길 31
서울특별시 강남구 대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,전세,32,201802,12,18000,0,9,2003,테헤란로64길 8
서울특별시 강남구 대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,전세,32,201804,27,17000,0,2,2003,테헤란로64길 8
서울특별시 강남구 대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,전세,32,201807,2,19000,0,3,2003,테헤란로64길 8
서울특별시 강남구 대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,월세,32,201809,14,7500,45,2,2003,테헤란로64길 8
서울특별시 강남구 대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,월세,32,201810,8,5000,55,4,2003,테헤란로64길 8
서울특별시 강남구 대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,전세,32,201811,24,18500,0,2,2003,테헤란로64길 8
서울특별시 강남구 대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,월세,33.81,201812,6,16000,15,13,2003,테헤란로64길 8
서울특별시 강남구 대치동,890-49,890,49,선릉역대우아이빌,월세,30.1,201802,28,10000,40,4,2004,테헤란로64길 9
서울특별시 강남구 대치동,890-49,890,49,선릉역대우아이빌,전세,30.1,201803,23,19000,0,4,2004,테헤란로64길 9
서울특별시 강남구 대치동,890-49,890,49,선릉역대우아이빌,월세,50.83,201804,16,2000,135,4,2004,테헤란로64길 9
서울특별시 강남구 대치동,890-49,890,49,선릉역대우아이빌,전세,30.1,201804,20,18000,0,5,2004,테헤란로64길 9
서울특별시 강남구 대치동,890-49,890,49,선릉역대우아이빌,월세,50.83,201804,20,15000,40,7,2004,테헤란로64길 9
서울특별시 강남구 대치동,890-49,890,49,선릉역대우아이빌,전세,33.02,201804,21,20000,0,6,2004,테헤란로64길 9
